person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
29.0,89000,RENT,1.0,EDUCATION,A,,7.49,1.0,0.32,N,6.0
29.0,56048,RENT,4.0,,A,4800.0,,0.0,6.252991506026522,N,6.0
25.0,58650,RENT,277.32559472570597,MEDICAL,D,5600.0,14.84,1.0,0.08,N,4.0
23.0,60000,MORTGAGE,7.0,,C,2000.0,14.26,,0.03,Y,3.0
28.0,142000,MORTGAGE,3.0,EDUCATION,B,18000.0,10.38,0.0,0.13,N,8.0
30.0,31200,RENT,0.0,EDUCATION,C,3100.0,13.35,0.0,0.1,N,10.0
,54000,MORTGAGE,5.0,MEDICAL,F,19400.0,18.53,1.0,0.36,N,10.0
30.0,52000,MORTGAGE,4.0,EDUCATION,C,4200.0,,,,Y,6.0
588.1938274525821,60000,RENT,3.0,,F,7000.0,19.47,0.0,,N,7.0
29.0,52000,MORTGAGE,6.0,MEDICAL,B,,10.36,,0.15,N,9.0
,55000,RENT,5.0,HOMEIMPROVEMENT,A,10000.0,5.42,0.0,0.18,N,2.0
,52000,RENT,3.0,EDUCATION,B,7200.0,12.69,0.0,,N,3.0
638.1938274525821,30000,RENT,3.0,MEDICAL,D,3600.0,14.11,1.0,0.12,Y,9.0
24.0,36500,MORTGAGE,0.0,EDUCATION,C,7000.0,13.16,0.0,0.19,Y,
31.0,75000,RENT,2.0,VENTURE,A,6000.0,7.68,0.0,,N,10.0
,36000,RENT,2.0,PERSONAL,D,4000.0,14.54,1.0,0.11,N,2.0
29.0,44000,RENT,4.0,DEBTCONSOLIDATION,C,12000.0,15.96,1.0,0.27,Y,7.0
26.0,63000,,3.0,HOMEIMPROVEMENT,,3800.0,12.04,0.0,0.06,Y,4.0
,34992,RENT,1.0,PERSONAL,B,5000.0,,0.0,0.14,N,
25.0,50000,RENT,0.0,EDUCATION,A,2900.0,8.0,0.0,0.06,N,
25.0,30000,RENT,3.0,VENTURE,,10500.0,16.29,1.0,0.35,N,2.0
31.0,24000,RET,2.0,,A,1800.0,8.59,0.0,0.07,N,6.0
30.0,120000,,0.0,HOMEIMPROVEMENT,A,,7.4,0.0,0.04,N,8.0
24.0,54000,MORTGAGE,5.0,MEDICAL,,9000.0,11.14,0.0,0.17,N,4.0
38.0,72000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,6000.0,5.99,0.0,0.08,N,11.0
628.1938274525821,29000,MORTGAGE,6.0,PERSONAL,D,,321.824613390021,0.0,0.17,N,7.0
21.0,30000,RENT,5.0,VENTURE,B,10000.0,11.99,1.0,0.33,,4.0
24.0,122000,RENT,4.0,EDUCATION,B,15000.0,11.58,0.0,0.12,N,3.0
31.0,28000,RENT,,MEICAL,,2600.0,10.08,0.0,0.09,N,7.0
23.0,90000,RENT,5.0,MEDICAL,A,8000.0,6.92,0.0,0.09,N,231.97373313795518
,49920,MORTGAGE,1.0,EDUCATION,C,10000.0,12.53,0.0,,N,3.0
25.0,85000,RENT,7.0,MEDICAL,,20000.0,17.39,1.0,0.2,N,
33.0,51000,MORTGAGE,12.0,MEDICAL,A,7200.0,6.76,0.0,0.14,N,5.0
34.0,128000,MORTGAGE,14.0,HOMIEMPROVEMENT,A,12325.0,,1.0,0.1,N,
38.0,313000,MORTGAGE,207.32559472570594,DEBTCONSOLIDATION,C,21600.0,,20.65193366464861,0.07,,16.0
25.0,46500,RENT,1.0,EDUCATION,B,6000.0,8.88,0.0,0.13,N,2.0
30.0,33000,RENT,4.0,MEDICAL,C,1000.0,14.79,0.0,,N,10.0
28.0,50000,RENT,12.0,DEBTCONSOLIDATION,B,10000.0,10.74,0.0,0.2,N,
,120000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,,11.49,0.0,0.03,N,8.0
39.0,31200,,2.0,PERSONAL,B,6400.0,11.49,0.0,0.21,N,15.0
22.0,40000,MORTGAGE,1.0,EDUCATION,A,4800.0,5.42,20.65193366464861,0.12,N,2.0
29.0,158000,OWN,13.0,VENTURE,A,11000.0,8.49,0.0,0.07,N,7.0
26.0,69912,MORTGAGE,9.0,VENTURE,A,8000.0,6.99,0.0,0.11,N,2.0
23.0,100000,MORTGAGE,5.0,MEDICAL,B,8000.0,11.49,0.0,0.08,N,
25.0,45000,MORTGAGE,7.0,EDUCATION,A,7500.0,8.0,0.0,0.17,N,
,34000,RENT,5.0,VNTURE,B,2400.0,11.99,0.0,0.07,N,9.0
31.0,33600,MORTGAGE,3.0,VENTURE,A,,7.14,0.0,0.21,N,9.0
24.0,118000,RENT,5.0,HOMEIMPROVEMENT,A,7000.0,8.49,0.0,0.06,N,2.0
,85000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7000.0,8.63,0.0,0.08,N,2.0
23.0,60000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7200.0,,0.0,0.12,N,2.0
26.0,38100,MORTGAGE,6.0,VENTURE,A,3900.0,7.9,,,N,3.0
,65000,,4.0,HOMEIMPROVEMENT,A,24000.0,7.9,1.0,0.37,N,5.0
30.0,26400,,14.0,DEBTCONSOLIDATION,C,3250.0,14.35,1.0,0.12,N,9.0
24.0,176004,MORTGAGE,2.0,DEBTCONSOLIDATION,B,3200.0,10.0,0.0,0.02,N,4.0
33.0,77000,RENT,7.0,HOMEIMPROVEMENT,D,13000.0,,0.0,0.17,N,7.0
,48000,RENT,4.0,MEDICAL,A,7500.0,,0.0,,N,6.0
26.0,61200,RENT,297.32559472570597,PERSONAL,B,3200.0,9.91,0.0,0.05,N,2.0
548.1938274525821,60000,MORTGAGE,7.0,EDUCATION,,15000.0,7.9,0.0,,N,3.0
26.0,77368,RENT,1.0,VENTURE,B,15000.0,10.0,0.0,0.19,,231.97373313795518
44.0,80000,MORTGAGE,,VENTURE,D,,15.33,0.0,0.31,Y,17.0
25.0,54000,MORTGAGE,7.0,EDUCATION,,5500.0,10.59,0.0,0.1,,4.0
33.0,32004,RENT,3.0,PERSONAL,A,,8.32,0.0,,N,9.0
27.0,140000,,4.0,PERSONAL,B,2800.0,11.99,0.0,0.02,N,
28.0,48879,RENT,4.0,PERSONAL,B,5000.0,12.42,0.0,,N,7.0
30.0,30000,RENT,1.0,PERSONAL,,14500.0,,1.0,0.48,N,8.0
24.0,43000,MORTGAGE,8.0,DEBTCONSOLIDATION,D,10000.0,16.89,1.0,7.652991506026522,N,4.0
25.0,94000,MORTGAGE,1.0,,E,565651.2915151718,,1.0,0.27,Y,2.0
36.0,15000,OWN,,PERSONAL,C,5000.0,,1.0,0.33,,15.0
23.0,75000,MORTGAGE,7.0,VENTURE,B,5400.0,,0.0,0.07,N,2.0
22.0,30000,,,EDUCATION,A,4350.0,6.03,0.0,,N,4.0
54.0,53700,REN,1.0,HOMEIMPROVEMENT,D,29850.0,,1.0,,Y,28.0
26.0,60000,RENT,10.0,DEBTCONSOLIDATION,A,,7.49,0.0,0.27,N,2.0
34.0,30000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,4300.0,7.9,0.0,0.14,N,5.0
21.0,37000,RENT,0.0,PERSONAL,B,,10.08,,0.11,N,3.0
27.0,36000,MORTGAGE,6.0,VENTURE,,4000.0,11.49,,0.11,N,9.0
34.0,103000,MORTGAGE,5.0,VENTURE,,3525.0,5.42,0.0,0.03,N,8.0
23.0,150000,,4.0,EDUCATION,B,,10.36,0.0,0.17,N,
25.0,85000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,24000.0,10.99,,0.28,N,
24.0,74700,MORTGAGE,4.0,VENTURE,B,19750.0,,0.0,0.26,,3.0
28.0,131040,MORTGAGE,0.0,MEDICAL,C,10000.0,13.35,,0.08,Y,7.0
25.0,25000,RENT,1.0,HOMEIMPROVEMENT,B,8000.0,12.42,1.0,0.32,N,3.0
30.0,114132,MORTGAGE,1.0,DEBTCONSOLIDATION,D,14400.0,,1.0,0.13,N,10.0
22.0,30000,RENT,1.0,EDUCATION,B,6000.0,10.65,0.0,0.2,N,2.0
24.0,73399,RENT,0.0,EDUCATION,D,27000.0,,30.65193366464861,0.37,N,2.0
748.1938274525821,30000,RENT,0.0,PERSONAL,C,11525.0,13.57,1.0,0.38,,
34.0,38769,,3.0,DEBTCONSOLIDATION,A,2400.0,8.9,0.0,,,6.0
,49500,RENT,7.0,MEDICAL,C,2500.0,14.27,0.0,0.05,Y,2.0
23.0,21360,RENT,0.0,PERSONAL,A,7500.0,7.14,1.0,0.35,N,3.0
22.0,60000,RENT,1.0,EDUCATION,A,6850.0,7.14,0.0,0.11,,221.97373313795518
23.0,51600,MORTGAGE,1.0,DEBTCONSOLIDATION,B,5000.0,10.59,0.0,0.1,,3.0
28.0,70000,RENT,0.0,MEDICAL,B,13000.0,283.72461339002103,20.65193366464861,0.19,N,7.0
30.0,200000,OWN,14.0,VENTURE,A,16000.0,,0.0,0.08,N,5.0
31.0,42100,RENT,4.0,DEBTOCNSOLIDATION,,5000.0,10.36,0.0,0.12,N,9.0
,90000,MORTGAGE,1.0,EDUCATION,A,4000.0,,0.0,0.04,N,3.0
26.0,34000,RENT,5.0,VENTURE,A,7500.0,7.9,0.0,0.22,N,4.0
,55000,MORTGAGE,2.0,MEDICAL,C,4800.0,,0.0,0.09,N,4.0
25.0,38000,,1.0,VENTURE,B,18800.0,,0.0,0.49,N,3.0
24.0,94000,RENT,8.0,HOMEIMPROVEMENT,E,,18.64,0.0,0.11,,
25.0,80000,MORTGAGE,5.0,VENTURE,A,12000.0,5.99,0.0,0.15,N,2.0
23.0,45600,,7.0,EDUCATION,A,14000.0,7.9,0.0,0.31,N,3.0
,42000,MORTGAGE,,,A,,7.49,0.0,0.24,N,
22.0,52000,RENT,3.0,EDUCATION,C,5200.0,,0.0,0.1,Y,4.0
22.0,36000,OWN,6.0,EDUCATION,B,7500.0,9.63,0.0,0.21,N,2.0
26.0,110000,RENT,10.0,EDUCATION,A,28000.0,8.9,0.0,0.25,N,2.0
24.0,84200,RENT,8.0,MEDICAL,C,24500.0,13.85,0.0,0.29,N,4.0
608.1938274525821,160000,MORTGAGE,8.0,EDUCATION,A,7000.0,,0.0,0.04,,8.0
26.0,35000,RENT,3.0,MEDICAL,B,1800.0,11.36,0.0,0.05,N,3.0
27.0,80000,MORTGAGE,11.0,EDUCATION,B,7500.0,11.71,0.0,0.09,N,10.0
24.0,52000,MORTGAGE,8.0,VENTURE,B,15000.0,10.0,0.0,0.29,N,4.0
23.0,38000,,0.0,VENTURE,B,17500.0,11.11,0.0,,N,
538.1938274525821,28000,OWN,1.0,VENTURE,A,12300.0,6.62,0.0,0.44,N,
31.0,42000,RENT,12.0,PERSONAL,B,12000.0,,0.0,0.29,N,9.0
25.0,77000,MORTGAGE,1.0,DEBTCONSOLIDATION,F,,347.22461339002103,1.0,0.09,N,2.0
25.0,34000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,2000.0,7.66,1.0,0.06,N,4.0
27.0,48000,MORTGAGE,1.0,PERSONAL,C,6000.0,13.49,0.0,,N,7.0
21.0,40000,RENT,5.0,,A,,7.51,,0.25,N,4.0
36.0,49000,RENT,6.0,HOMEIMPROVEMENT,B,7000.0,10.74,1.0,0.14,N,16.0
25.0,39996,OWN,2.0,VENTURE,A,12000.0,8.94,0.0,0.3,,3.0
22.0,72000,MORTGAGE,6.0,VENTURE,B,565651.2915151718,9.83,,0.35,N,3.0
22.0,24000,RENT,1.0,HOMEIMPROVEMENT,A,9250.0,8.94,1.0,0.39,N,2.0
37.0,63000,RENT,1.0,DEBTCONSOLIDATION,A,14900.0,9.63,0.0,0.24,N,13.0
33.0,65000,RENT,,DEBTCONSOLIDATION,C,7000.0,14.26,0.0,0.11,N,10.0
23.0,96260,,,EDUCATION,D,25200.0,15.65,0.0,,N,2.0
26.0,92700,,6.0,,B,1500.0,9.63,0.0,0.02,N,2.0
22.0,110000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,8000.0,13.85,0.0,0.07,N,2.0
25.0,42000,RENT,,VENTURE,B,10000.0,10.99,0.0,0.24,N,2.0
538.1938274525821,32484,MORTGAGE,6.0,HOEIMPROVEMENT,A,6250.0,7.51,1.0,0.19,N,4.0
25.0,253000,MORTGAGE,5.0,HOMEIMPROVEMENT,F,25000.0,,1.0,0.1,N,
,57500,RENT,2.0,MEDICAL,B,2000.0,,0.0,0.03,N,5.0
,70000,MRTGAGE,6.0,VENTURE,A,6000.0,7.88,0.0,0.09,N,3.0
23.0,30000,,,HOMEIMPROVEMENT,C,5000.0,12.99,1.0,0.17,Y,2.0
33.0,28800,RENT,5.0,MEDICAL,B,4000.0,9.88,0.0,0.14,N,5.0
22.0,43000,MORTGAGE,0.0,PERSONAL,B,6650.0,10.37,,0.15,N,3.0
32.0,60000,MORTGAGE,2.0,EDUCATION,D,15000.0,14.83,0.0,0.25,N,9.0
30.0,31000,MORTGAGE,3.0,VENTURE,D,12000.0,14.42,1.0,0.39,N,9.0
21.0,45000,RENT,257.32559472570597,EDUCATION,,8000.0,,0.0,0.18,,2.0
30.0,30000,RENT,3.0,EDUCATION,,4500.0,13.92,0.0,0.15,N,281.97373313795515
37.0,52000,RENT,21.0,HOMEIMPROVEMENT,B,10000.0,11.71,20.65193366464861,0.19,N,14.0
28.0,55000,MORTGAGE,2.0,EDUCATION,D,18000.0,14.11,0.0,0.33,N,5.0
22.0,54000,RENT,6.0,DEBTCONSOLIDATION,D,5000.0,17.27,1.0,0.09,Y,2.0
28.0,33600,MORTGAGE,12.0,MEDICAL,A,3000.0,216.124613390021,0.0,,N,5.0
23.0,67476,MORTGAGE,5.0,HOMEIMPROVEMENT,C,25000.0,13.49,1.0,0.37,Y,3.0
24.0,117996,MORTGAGE,6.0,VNETURE,,18000.0,17.04,0.0,6.852991506026522,Y,3.0
32.0,100000,RENT,7.0,DEBTCONSOLIDATION,C,14400.0,13.35,,0.14,N,5.0
30.0,48996,RENT,1.0,HOMEIMPROVEMENT,E,10000.0,15.45,1.0,0.2,,5.0
22.0,43200,RENT,6.0,EDUCATION,B,5000.0,12.69,0.0,0.12,N,2.0
558.1938274525821,14400,RENT,4.0,MEICAL,A,4050.0,6.91,1.0,0.28,N,4.0
30.0,50000,OWN,4.0,,D,10000.0,15.95,0.0,0.2,,
23.0,57500,RENT,5.0,EDUCATION,A,9000.0,6.91,0.0,0.16,N,2.0
538.1938274525821,42000,MORTGAGE,6.0,EDUCATION,C,14750.0,12.99,0.0,0.35,,4.0
23.0,44724,RENT,7.0,VENTURE,B,6500.0,10.96,0.0,0.15,N,3.0
23.0,44160,RENT,4.0,EDUCATION,C,10000.0,14.27,0.0,7.652991506026522,Y,3.0
,45000,MORTGAGE,,EDUCATION,B,10000.0,11.11,0.0,0.22,N,3.0
30.0,70000,RENT,,MEDICAL,C,8000.0,13.11,0.0,0.11,Y,261.97373313795515
23.0,30000,RENT,1.0,DEBTCONSOLIDATION,A,1500.0,7.51,,0.05,N,3.0
25.0,34000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,3000.0,10.51,,0.09,,3.0
28.0,11029,MORTGAGE,12.0,DEBTCONSOLIDATION,C,2150.0,10.78,1.0,0.19,Y,6.0
26.0,36588,,,DEBTCONSOLIDATION,B,10000.0,10.65,0.0,0.27,N,3.0
23.0,83000,,3.0,MEDICAL,A,10000.0,6.54,0.0,0.12,,3.0
32.0,52000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,20000.0,,0.0,0.38,N,9.0
24.0,70000,RENT,8.0,VENTURE,A,7125.0,6.92,0.0,0.1,N,2.0
26.0,45000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,1500.0,7.05,,0.03,N,2.0
32.0,138000,MORTGAGE,16.0,EDUCATION,A,,240.72461339002103,0.0,0.14,N,7.0
24.0,185000,,,EDUCATION,B,35000.0,12.42,0.0,7.252991506026522,,2.0
29.0,74872,,,,A,15000.0,7.88,0.0,0.2,N,9.0
26.0,109000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,515651.2915151717,6.54,0.0,0.18,N,3.0
30.0,55000,RENT,14.0,DEBTCONSOLIDATION,C,15800.0,14.72,0.0,0.29,N,9.0
31.0,120000,MORTGAGE,15.0,PERSONAL,B,7500.0,10.99,0.0,0.06,N,9.0
23.0,45000,RENT,1.0,DEBTCNSOLIDATION,C,2000.0,13.49,,0.04,N,2.0
23.0,70000,RENT,1.0,VENTURE,C,3000.0,14.27,0.0,,Y,2.0
37.0,84000,MORTGAGE,11.0,HOMEMIPROVEMENT,C,8225.0,12.99,0.0,0.1,Y,
,79500,MORTGAGE,0.0,MEDICAL,A,475651.2915151717,7.51,20.65193366464861,0.2,N,14.0
21.0,37232,RENT,3.0,MEDICAL,B,,12.53,1.0,0.47,N,2.0
33.0,71000,,4.0,MEDICAL,B,5300.0,,0.0,0.07,N,7.0
26.0,40000,RENT,3.0,MEDICAL,C,10200.0,,0.0,0.26,N,3.0
29.0,84000,RENT,3.0,,B,6000.0,11.49,0.0,0.07,N,6.0
25.0,23460,RENT,5.0,MEDICAL,B,7000.0,,,0.3,N,2.0
45.0,36700,OWN,7.0,PERSONAL,A,2000.0,7.51,0.0,0.05,N,16.0
22.0,30000,RENT,6.0,MEDICAL,A,8000.0,5.42,0.0,0.27,N,4.0
22.0,25200,,2.0,PERSONAL,A,7000.0,6.03,,0.28,N,4.0
26.0,66000,RENT,10.0,PERSONAL,A,14000.0,6.62,0.0,0.21,N,3.0
28.0,71000,RENT,4.0,MEDICAL,A,6000.0,8.49,0.0,,,10.0
618.1938274525821,51000,MORTGAGE,4.0,PERSONAL,B,2000.0,10.99,0.0,0.04,N,10.0
26.0,52000,RENT,6.0,DEBTCONSOLIDATION,C,2500.0,14.82,0.0,0.05,Y,2.0
28.0,55200,,12.0,VENTURE,,3000.0,11.72,0.0,0.05,N,
21.0,14400,RENT,3.0,VENTURE,,5000.0,13.72,,0.35,N,4.0
26.0,22440,OWN,10.0,VENTURE,B,363151.2915151717,11.86,0.0,7.452991506026523,N,4.0
27.0,183000,RENT,12.0,EDUCATION,E,15000.0,19.03,0.0,0.08,,6.0
28.0,33600,,,MEDICAL,A,3000.0,5.42,0.0,0.09,N,5.0
30.0,102000,MORTGAGE,4.0,EDUCATION,A,12250.0,7.66,0.0,0.12,N,8.0
26.0,48000,RENT,7.0,PERSONAL,A,9000.0,8.94,0.0,0.19,N,3.0
30.0,85000,RENT,5.0,PERSONAL,A,357651.2915151717,5.99,0.0,0.05,N,10.0
29.0,20000,,,HOMEIMPROVEMENT,F,2000.0,18.3,1.0,0.1,N,
28.0,71000,MORTGAGE,4.0,PERSONAL,A,12000.0,8.49,0.0,0.17,N,9.0
,74000,RENT,0.0,HOMEIMPROVEMENT,C,,13.79,1.0,0.22,Y,8.0
34.0,35316,RENT,5.0,MEDICAL,D,7200.0,14.84,1.0,0.2,N,10.0
44.0,70000,RENT,247.32559472570594,EDUCATION,C,9500.0,14.22,0.0,0.14,N,14.0
,80000,MORTGAGE,6.0,EDCATION,B,35000.0,,0.0,0.44,N,2.0
,39600,RENT,2.0,PERSONAL,C,11500.0,13.48,0.0,0.29,N,15.0
47.0,48000,MORTGAGE,13.0,MEDICAL,B,16750.0,10.62,0.0,0.35,N,12.0
29.0,150000,RENT,,PERSONAL,E,15000.0,16.32,0.0,0.1,N,9.0
26.0,95000,MORTGAGE,10.0,VENTURE,C,,15.96,0.0,0.16,Y,2.0
30.0,76000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,6250.0,7.88,0.0,0.08,N,10.0
22.0,72000,MORTGAGE,,PERSONAL,B,5000.0,12.69,0.0,0.07,N,3.0
38.0,85000,,15.0,VENTURE,A,15000.0,6.03,0.0,0.18,N,15.0
32.0,44500,OWN,,HOMEIMPROVEMENT,A,15000.0,7.51,0.0,0.34,N,5.0
33.0,118000,,257.32559472570597,DEBTCONSOLDATION,D,25000.0,14.96,1.0,,Y,291.97373313795515
24.0,40000,RENT,4.0,EDUCATION,A,1000.0,6.76,0.0,0.03,,4.0
36.0,80000,MORTGAGE,20.0,DEBTCONSOLIDATION,A,5000.0,,,0.06,N,16.0
22.0,31800,RENT,,,A,12000.0,216.124613390021,1.0,0.38,N,2.0
22.0,73000,RENT,0.0,PERSONAL,D,10000.0,18.25,,0.14,Y,2.0
25.0,77078,MORTGAGE,1.0,DEBTCONSOLIDATION,B,3425.0,12.18,0.0,0.04,,2.0
678.1938274525821,75000,MORTGAGE,6.0,MEDICAL,A,10000.0,6.99,0.0,0.13,N,13.0
24.0,50000,RENT,2.0,VENTURE,B,465651.2915151717,11.36,0.0,,N,
,80004,MORTGAGE,8.0,PERSONAL,A,6000.0,8.0,1.0,0.07,,2.0
28.0,75000,RENT,,PERSONAL,A,11000.0,7.51,0.0,0.15,,9.0
22.0,17352,MORTGAGE,,EDUCATION,C,2250.0,,0.0,0.13,Y,3.0
,95004,MORTGAGE,4.0,VENTURE,A,10000.0,7.51,0.0,0.11,N,4.0
26.0,15600,RENT,5.0,DEBTCONSOLIDATION,A,,5.99,1.0,0.32,N,3.0
29.0,96050,OMRTGAGE,7.0,MEDICAL,C,,13.85,1.0,0.13,Y,5.0
21.0,34000,RENT,5.0,DEBTCONSOLDATION,C,7800.0,13.79,1.0,0.23,N,2.0
21.0,45000,RENT,3.0,VENTURE,,4800.0,7.51,0.0,0.11,N,4.0
27.0,33600,RET,4.0,PERSONAL,B,3200.0,11.99,0.0,0.1,,9.0
36.0,250000,MORTGAGE,14.0,PERSONAL,C,31400.0,14.27,0.0,0.13,Y,16.0
23.0,40000,RENT,2.0,EDUCATION,B,17475.0,9.91,,0.44,N,2.0
28.0,81000,RENT,13.0,,A,6225.0,7.9,0.0,0.08,N,7.0
25.0,50000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,18000.0,7.88,0.0,0.36,N,2.0
24.0,42000,RENT,1.0,HOMEIMPROVEENT,D,2000.0,15.62,1.0,0.05,Y,2.0
26.0,62500,MORTGAGE,9.0,MEDICAL,B,8000.0,11.49,0.0,0.13,N,
29.0,65004,MORTGAGE,,,A,5000.0,6.17,0.0,0.08,N,7.0
21.0,104740,MORTGAGE,5.0,MEDICAL,B,19200.0,,0.0,0.18,N,3.0
49.0,42000,MORTGAGE,12.0,MEDICAL,A,3000.0,8.9,0.0,0.07,N,
22.0,36021,RENT,,VENTURE,,15000.0,,30.65193366464861,,,3.0
27.0,80000,MORTGAGE,5.0,VENTURE,,35000.0,,0.0,0.44,N,8.0
26.0,92652,RENT,4.0,VENTURE,C,10000.0,13.23,0.0,0.11,Y,2.0
29.0,18000,RENT,5.0,HOMEIMPROVEMENT,B,,12.69,1.0,0.3,N,9.0
30.0,36000,RENT,6.0,DEBTCONSOLIDATION,,4500.0,13.49,0.0,0.13,Y,6.0
24.0,36000,RENT,1.0,DEBTCONSOLIDATION,A,3600.0,7.29,0.0,,N,221.97373313795518
24.0,87000,RENT,,PERSONAL,C,1000.0,,0.0,0.01,N,4.0
25.0,79200,MORTGAGE,,PERSONAL,C,11200.0,14.79,1.0,0.14,Y,
29.0,113000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,25000.0,,,0.22,N,9.0
28.0,48715,RENT,2.0,VENTURE,C,12000.0,12.87,0.0,0.25,N,10.0
25.0,68000,MORTGAGE,227.32559472570594,VENTURE,C,,12.99,0.0,0.1,Y,3.0
22.0,81800,MORTGAGE,6.0,EDUCATION,A,2500.0,,0.0,0.03,N,2.0
21.0,36000,RENT,3.0,EDUCATION,C,5000.0,12.99,0.0,0.14,N,4.0
,50000,,0.0,VENTURE,B,14000.0,10.33,0.0,0.28,N,2.0
36.0,34000,RENT,207.32559472570594,HOMEIMPROVEMENT,E,8000.0,17.74,1.0,0.24,N,17.0
24.0,41160,RENT,2.0,MEDICAL,A,4000.0,,0.0,0.1,N,4.0
20.0,34800,RENT,3.0,MEDICAL,,7000.0,13.61,0.0,0.2,Y,2.0
22.0,40000,RENT,0.0,VENTURE,A,6000.0,7.66,0.0,0.15,,2.0
23.0,108000,RENT,7.0,EDUCATION,A,5000.0,7.66,0.0,0.05,N,4.0
23.0,34000,RENT,5.0,VENTURE,C,8500.0,13.92,1.0,,N,3.0
28.0,140000,RENT,0.0,DEBTCONSOLIDATION,B,15000.0,11.26,20.65193366464861,0.11,N,5.0
27.0,110004,MORTGAGE,5.0,PERSONAL,C,25000.0,12.73,0.0,0.23,Y,6.0
23.0,63000,RENT,7.0,EDUCATION,C,,14.72,0.0,0.04,N,2.0
24.0,69500,,8.0,PERSONAL,B,,10.65,0.0,0.17,N,2.0
38.0,40000,RENT,0.0,PERSONAL,B,9600.0,273.02461339002105,0.0,0.24,,11.0
26.0,34099,RENT,2.0,MEDICAL,C,7200.0,12.73,0.0,0.21,N,231.97373313795518
61.0,90000,RENT,1.0,MEDICAL,A,10000.0,5.79,,0.11,N,20.0
31.0,78000,MORTGAGE,6.0,VENTURE,B,8000.0,10.0,0.0,0.1,N,6.0
31.0,49500,MORTGAGE,3.0,DEBTCONSOLIDATION,B,10000.0,,0.0,,N,6.0
22.0,42500,RENT,7.0,,D,11850.0,14.11,30.65193366464861,0.28,Y,2.0
27.0,96000,RENT,3.0,HOMEIMPROVEMENT,A,,7.88,0.0,,,10.0
29.0,34999,RENT,2.0,MEDICAL,B,12000.0,,1.0,0.34,N,10.0
27.0,37000,,4.0,EDUCATION,B,,,0.0,0.21,N,7.0
26.0,35000,RENT,2.0,DEBTCONSOLIDATION,A,2500.0,8.9,0.0,0.07,N,2.0
27.0,40000,RENT,217.32559472570594,,B,5000.0,11.99,0.0,0.13,N,9.0
22.0,43200,OWN,,,A,6000.0,7.68,0.0,0.14,N,4.0
31.0,53000,,15.0,HOMEIMPROVEMENT,A,15875.0,,0.0,0.3,N,
31.0,102000,MORTGAGE,5.0,EDUCATION,A,4000.0,7.88,0.0,0.04,,10.0
32.0,24000,RENT,2.0,,A,12000.0,,1.0,0.5,N,8.0
47.0,65000,RENT,2.0,EDUCATION,B,9500.0,,0.0,0.15,N,14.0
26.0,50400,RENT,10.0,HOMEIMPROVEMENT,B,15000.0,10.75,0.0,0.3,N,2.0
,40000,RENT,8.0,MEDICAL,C,4500.0,12.84,0.0,0.11,N,3.0
25.0,100000,RENT,9.0,HOMEIMPROVEMENT,C,20000.0,13.06,0.0,0.2,N,2.0
27.0,91800,,5.0,,D,,15.95,1.0,0.23,N,9.0
24.0,37876,RENT,,MEDICAL,B,8000.0,9.63,0.0,0.21,N,2.0
23.0,66500,MORTGAGE,0.0,DEBTCONSOLIDATION,B,22000.0,8.88,,0.33,N,2.0
25.0,78000,MORTGAGE,2.0,VENTURE,B,6000.0,,0.0,0.08,N,4.0
26.0,52700,MORTGAGE,3.0,EMDICAL,D,,13.8,1.0,0.12,N,2.0
22.0,28000,RENT,6.0,DEBTCONSOLIDATION,B,7125.0,,0.0,7.852991506026522,N,4.0
26.0,36000,RENT,0.0,,C,5650.0,,0.0,0.16,Y,3.0
28.0,50000,RENT,4.0,PERSONAL,A,,7.49,0.0,,N,8.0
,86500,OWN,0.0,PERSONAL,,25000.0,13.57,0.0,0.29,Y,10.0
23.0,44400,,4.0,VENTURE,D,5000.0,16.29,1.0,0.11,Y,4.0
33.0,118000,MORTGAGE,,DEBTCONSOLIDATION,D,35000.0,17.49,1.0,,Y,7.0
23.0,83004,MORTGAGE,7.0,VENTURE,C,3500.0,12.61,0.0,0.04,,2.0
22.0,95000,MORTGAGE,,ENTURE,C,7200.0,12.23,,0.08,Y,4.0
25.0,48500,OTHER,1.0,PERSONAL,E,19500.0,15.57,1.0,0.4,N,3.0
23.0,67000,RENT,7.0,MEDICAL,B,3000.0,10.99,0.0,0.04,N,2.0
